state,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
WI,84298,2.65,18.45,76.37,0.54,8.13,13.53,26.95,12.08,11.63,84298,100.0,26540,75.0,0.36,43.85,29.86,11.71,19.27,31846,11858,13467,6604,7608,10474,6492.0,6486,13136,15.86,10.14,28.02,14.85,7.63,60.31,33.81,20.83,21.38,21.14,10.6,31.54,14.33,12.6,3.17,61.87,58.25,64.49,64.62,63.97,70.85,4936,7.24,3180,7.83,14.53,18.02,21.32,0.3,0.55,0.68,0.8,91.07,1.34,5.87,4.12,2.62,2.73,2.45,62.2,3.23,47.58,3,1389,95.81,59.62,6.26,38.66,1945,5.27,0.3,42300,52300,65200,22900,244,307,374,130,383,27.2,18.2,13.1,17,5,3.77,71.17,57.15,89.22,92.69,202.0,232.97,175.0,201.83,97154.0,112047.3,481.0,233.0,86.77,89.6,7.92,2.48,0.0,10.4,12.0,7.0,100.2,16.0,5270.5,3.41,49.0,11808030.0,86.63,5.0,5.94,136181.59,811.92
FL,149377,2.25,28.11,69.61,0.87,7.15,9.95,23.03,10.44,15.54,149377,100.0,27239,72.13,0.76,41.88,30.16,4.95,12.6,34010,19814,25429,6387,13713,23166,8205.0,12177,24793,17.11,9.15,25.83,21.85,6.68,58.56,8.78,20.92,11.18,25.77,16.19,38.31,17.29,16.74,2.91,56.97,49.93,64.9,57.06,61.63,68.19,8805,8.85,25963,14.11,26.54,36.76,52.73,2.45,4.61,6.39,9.16,80.73,3.85,6.13,3.22,2.17,2.22,2.12,55.54,8.23,74.76,2,14828,81.75,54.4,3.45,35.8,1964,7.18,0.58,65800,99200,188200,122400,346,420,526,180,486,29.3,24.1,13.7,231,436,17.38,26.09,47.93,78.42,83.17,474.0,286.7,411.0,248.6,200291.0,121147.7,422.6,286.7,83.11,86.29,8.65,4.64,0.21,13.29,50.0,3.0,85.3,32.5,4597.3,4.7,190.0,36448520.0,86.71,5.0,10.55,220461.91,1421.42
TX,128713,2.9,4.14,88.48,4.01,6.23,14.53,27.09,11.57,3.22,128679,100.0,53905,93.47,1.06,54.39,8.74,1.45,6.9,59509,21820,22754,13536,17990,18916,9845.0,10783,4279,3.34,2.4,6.78,46.58,2.88,76.57,18.12,18.7,4.88,42.19,6.65,24.48,11.02,8.86,3.25,85.88,84.98,92.85,85.66,57.97,65.64,738,0.98,9648,17.21,29.03,43.81,55.64,1.29,2.18,3.28,4.17,88.93,2.15,3.96,3.22,2.89,3.08,2.45,74.62,2.72,24.08,3,3018,93.63,70.1,0.8,37.08,1981,1.92,0.14,86900,114100,150900,64000,416,503,634,218,586,23.3,22.6,12.0,6,0,7.5,39.18,40.12,56.28,77.36,170.0,106.01,169.0,105.39,59406.0,37046.1,349.4,106.0,93.18,94.71,2.35,2.35,0.0,4.71,4.0,10.0,27.1,68.6,1875.4,1.22,76.0,10754972.0,99.41,0.0,2.35,67068.9,303.7
FL,32387,2.67,28.49,68.81,0.92,4.9,13.96,28.98,14.07,11.48,32387,100.0,25029,76.99,0.58,27.95,30.37,9.2,14.17,28364,11115,13251,6301,6807,13245,5829.0,6744,5061,16.27,9.43,29.16,11.94,5.81,60.19,17.78,18.44,17.4,20.61,15.62,30.92,18.46,17.1,3.15,61.24,54.28,68.32,59.71,66.28,72.85,1988,7.7,1198,12.94,18.2,27.71,37.56,0.48,0.67,1.03,1.39,92.49,1.43,6.61,4.41,2.58,2.62,2.52,57.29,5.97,54.14,2,1715,87.6,56.31,3.21,29.04,1974,8.16,0.3,46400,59300,74100,27700,275,381,455,180,458,27.1,22.0,13.2,53,16,3.7,43.39,46.34,71.64,83.46,187.0,534.48,150.0,428.73,404385.0,1155815.0,2162.5,534.5,77.26,74.67,4.89,2.67,0.89,8.0,20.0,13.0,68.1,17.9,1806.1,0.75,217.0,16633378.0,80.21,10.0,10.7,475416.0,1440.54
NC,48997,2.6,49.59,49.62,0.39,0.54,14.54,26.53,12.47,11.9,49165,100.0,24055,76.67,0.77,28.13,27.54,11.28,11.47,29489,12593,17759,7425,8277,18468,4526.0,8449,8804,18.09,13.64,33.07,16.67,5.66,62.47,28.68,18.4,24.69,23.99,10.49,30.69,14.76,12.89,3.13,58.43,52.52,62.85,63.41,67.9,72.24,4260,9.71,379,13.46,24.01,37.73,37.73,0.1,0.19,0.29,0.29,96.51,0.58,5.35,3.79,2.58,2.63,2.52,53.63,4.22,48.63,3,1302,93.55,52.64,1.84,27.65,1967,8.66,0.65,42000,60300,86600,44600,153,234,326,173,364,25.4,19.2,14.7,16,0,0.77,81.38,52.11,76.76,90.57,113.0,213.78,111.0,210.0,47501.0,89865.3,420.4,213.8,70.55,66.67,20.93,0.0,0.0,20.93,4.0,10.0,37.4,25.9,1893.2,0.56,55.0,4964548.0,98.23,10.0,3.54,93922.4,1275.11
NY,53008,2.34,4.89,91.94,2.05,1.83,13.73,28.54,15.8,16.71,53008,100.0,20891,68.87,0.45,43.07,34.93,10.55,20.82,29169,12106,12572,7135,7117,6258,4676.0,8551,10291,19.98,9.83,26.12,19.83,8.21,52.77,19.68,30.96,13.4,27.52,11.37,39.25,13.93,12.76,2.95,62.93,61.71,67.84,71.37,53.71,64.21,1420,3.48,3151,23.9,30.75,37.04,41.29,1.42,1.83,2.2,2.45,90.32,1.21,4.07,2.42,2.25,2.49,2.07,48.99,1.37,53.42,2,2009,91.84,44.42,4.03,43.4,1939,7.18,0.83,57200,71500,93700,36500,246,316,381,135,361,29.3,19.7,13.3,80,4,5.94,74.57,51.42,82.92,92.67,136.0,266.41,126.0,246.82,33600.0,65817.8,247.1,266.4,91.94,100.0,0.0,0.0,0.0,0.0,6.0,11.0,58.8,10.8,4928.8,6.28,40.0,6803499.0,92.65,0.0,4.41,133271.3,284.04
OK,52267,2.56,16.27,77.07,1.74,2.67,14.63,28.65,13.56,10.49,52267,100.0,27042,81.09,0.55,36.47,21.57,5.25,23.94,30909,12687,13638,9211,10094,9289,11010.0,10361,5807,11.25,5.06,17.72,16.81,6.58,63.72,10.03,22.14,12.95,23.06,12.37,25.01,17.14,14.9,3.06,68.72,64.87,76.18,71.97,68.47,73.52,1307,3.28,1248,16.19,19.95,23.32,32.05,0.39,0.48,0.56,0.77,95.17,0.57,4.14,2.94,2.54,2.59,2.46,64.16,3.69,42.62,3,2456,89.25,62.98,1.59,43.65,1966,5.52,0.38,35700,48300,68200,32500,247,300,366,119,388,24.5,19.3,11.4,27,0,2.39,59.37,51.19,82.27,87.63,91.0,169.14,79.0,146.84,69576.0,129321.0,764.6,169.1,80.19,90.62,2.08,1.04,0.0,3.12,8.0,8.0,29.9,25.4,2058.1,0.02,67.0,4293033.0,86.81,10.0,8.79,79794.7,513.0
CA,164730,2.84,2.68,80.56,7.89,16.34,14.15,27.02,12.28,9.41,164730,100.0,31701,77.63,1.1,34.34,22.98,13.19,15.08,35884,13572,14968,8854,9957,7208,7591.0,8463,20930,12.98,10.05,25.21,15.82,8.9,58.57,17.31,23.48,15.09,24.01,11.24,27.05,15.96,13.72,3.29,73.47,70.49,80.7,76.98,51.23,60.5,3345,2.73,20951,13.18,26.13,40.07,53.38,1.68,3.32,5.1,6.79,78.75,5.4,7.88,5.73,2.79,2.81,2.76,58.9,8.57,44.52,3,2920,95.2,58.46,1.2,14.76,1974,2.34,0.49,101600,130700,164500,62900,362,448,550,188,517,29.1,23.5,11.6,210,38,12.72,58.07,38.24,69.84,90.43,190.0,107.2,180.0,101.55,100885.0,56918.7,531.0,107.2,90.56,88.95,1.58,7.37,1.05,10.0,14.0,9.0,138.9,31.3,5268.3,0.9,100.0,17267772.0,94.74,5.0,7.37,97423.7,813.57
TX,59070,2.45,29.05,61.48,2.35,21.41,13.26,28.27,13.17,12.15,58295,98.68,20825,74.93,0.72,29.18,25.87,9.45,13.24,25559,12399,15492,6846,7083,13490,8018.0,7922,13891,24.24,13.74,29.99,21.08,8.93,57.14,5.79,39.33,11.04,28.4,14.85,34.73,17.6,16.29,3.1,57.24,51.45,68.53,54.95,62.21,70.24,3215,7.15,4555,12.56,18.62,27.18,42.46,0.97,1.44,2.1,3.27,80.17,3.13,5.77,3.49,2.37,2.47,2.29,43.84,6.1,69.03,2,6741,78.18,41.96,7.57,44.43,1959,10.76,0.78,39900,57200,83900,44000,211,309,399,188,381,27.1,20.7,14.6,106,37,7.71,67.04,48.74,80.57,91.87,163.0,270.14,157.0,260.2,75664.0,125398.2,464.2,270.1,89.7,71.17,11.04,15.95,1.23,28.22,7.0,8.0,124.1,47.8,1235.1,3.27,80.0,9952229.0,96.32,10.0,4.29,164938.59,1756.74
VA,111183,2.09,21.89,69.07,4.17,9.69,8.3,30.47,12.81,9.02,111183,100.0,41472,86.8,0.58,50.03,13.5,3.06,13.91,50812,25509,30740,13798,22573,16351,10647.0,12435,7732,7.09,6.0,13.09,48.55,3.5,76.42,4.36,28.44,5.46,47.71,12.82,42.34,15.93,14.47,2.83,65.23,60.72,77.59,61.34,69.69,76.46,4158,7.23,17998,27.26,41.56,55.32,66.07,4.41,6.73,8.96,10.69,81.13,4.98,4.71,2.22,2.04,2.09,2.01,41.45,5.0,71.17,2,4972,91.46,40.48,0.58,10.12,1963,2.21,0.34,161400,228600,327700,166300,570,667,825,255,701,25.4,22.2,12.0,381,2,16.19,22.05,36.8,54.42,66.59,257.0,225.41,225.0,197.34,78100.0,68499.8,303.9,225.4,83.86,84.44,12.06,1.56,1.17,14.79,26.0,9.0,219.6,15.8,7028.0,18.15,134.0,21941084.0,87.55,0.0,10.12,192440.3,659.56
VA,16202,2.55,12.26,85.3,1.4,2.43,11.73,30.19,13.04,6.73,0,0.0,39887,89.09,0.77,41.65,13.6,3.66,9.94,44626,17574,18854,9975,25758,10078,0.0,11828,975,6.14,7.61,17.31,28.55,2.11,77.4,9.62,20.68,7.12,33.31,10.75,28.14,14.64,12.8,3.04,76.58,74.16,88.38,80.02,68.27,72.67,319,2.95,856,21.96,31.78,38.08,50.12,1.16,1.68,2.01,2.65,92.89,1.71,3.67,2.51,2.5,2.61,2.37,57.57,1.51,43.91,3,652,90.68,55.12,0.31,31.44,1981,2.63,0.13,129200,161100,202500,73300,511,622,695,184,696,26.5,26.9,14.4,6,0,5.28,45.28,30.42,58.8,73.12,159.0,795.96,96.0,480.58,42356.0,212034.41,266.4,796.0,89.71,94.97,2.52,1.26,0.63,4.4,8.0,7.0,103.0,12.0,1355.1,0.68,114.0,10067790.0,60.38,10.0,5.03,503994.31,150.18
FL,121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,121697,100.0,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,8981.0,10161,13264,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69.0,2,10399,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23.0,13.5,90,98,17.8,22.95,49.56,75.31,83.24,285.0,224.59,253.0,199.37,90868.0,71606.0,318.8,224.6,98.96,87.11,5.92,5.23,0.7,11.85,41.0,12.0,54.6,28.2,4308.2,2.0,213.0,24218168.0,88.77,5.0,14.39,190844.5,822.7
PA,369879,2.41,25.78,72.13,1.61,0.94,14.56,28.47,16.03,16.14,369879,100.0,20747,67.59,0.31,39.11,34.54,13.75,18.81,27484,12580,14540,7311,12732,10506,6805.0,10784,75172,21.42,9.03,27.55,20.12,9.07,50.78,8.49,36.01,10.31,28.24,10.55,42.61,12.59,11.66,3.0,55.81,52.24,62.44,59.45,51.35,60.59,21464,7.78,16946,21.56,28.9,34.34,37.55,0.99,1.32,1.57,1.72,91.54,0.95,4.68,2.74,2.27,2.52,2.01,57.85,1.95,54.95,2,16676,90.2,52.25,13.33,51.04,1939,2.92,0.58,28400,41200,58500,30100,195,298,395,200,368,28.7,19.2,14.3,693,67,4.58,80.11,60.22,87.29,92.38,232.0,65.39,228.0,64.27,9596.0,2704.8,41.4,65.4,79.46,92.67,7.33,0.0,0.0,7.33,20.0,10.0,285.9,57.6,6417.5,22.57,115.0,10175260.0,98.28,0.0,8.62,28680.5,1262.47
NJ,71742,2.47,1.4,92.76,3.5,6.8,10.56,23.01,10.97,18.96,71742,100.0,39905,75.39,0.62,53.95,37.02,3.23,20.22,48033,18950,19241,13412,8078,17846,12612.0,13044,3327,4.7,12.35,27.14,20.43,4.71,62.31,23.42,19.55,13.37,26.96,6.72,30.42,8.98,7.93,3.0,81.63,80.21,89.64,83.87,57.55,69.63,570,1.16,13659,10.68,16.65,25.51,32.02,2.03,3.17,4.86,6.1,71.84,3.97,3.93,2.71,2.44,2.65,2.11,66.1,2.13,51.65,2,958,96.81,60.81,0.42,41.54,1947,1.54,0.19,159600,185000,223700,64100,387,537,674,287,613,24.0,23.4,14.3,2,0,19.04,63.44,67.63,84.15,93.35,142.0,190.9,127.0,170.73,116500.0,156615.5,820.4,190.9,94.17,98.59,0.0,1.41,0.0,1.41,14.0,7.0,19.7,11.7,6124.7,5.66,64.0,6969433.0,89.44,0.0,9.86,93692.8,205.68
FL,72411,2.25,28.48,69.97,0.57,5.36,8.76,21.07,9.39,22.29,72411,100.0,29683,64.92,0.44,46.49,40.34,5.48,17.17,35559,17382,21714,6416,151620,14767,10743.0,12685,11295,16.05,9.75,26.27,18.38,6.34,52.13,8.53,19.79,11.55,24.81,13.75,30.07,14.77,14.29,2.79,55.82,45.27,67.94,59.32,62.25,70.64,4619,8.12,10268,12.32,24.26,35.26,52.09,1.75,3.44,5.0,7.39,83.56,4.1,6.25,3.63,2.17,2.14,2.23,62.26,7.58,75.84,2,10562,75.28,63.26,1.08,27.4,1972,6.32,0.28,67100,99300,168200,101100,374,470,595,221,542,29.3,23.5,12.9,11,64,14.18,26.12,49.14,79.45,84.32,254.0,330.41,246.0,320.0,169205.0,220104.09,666.2,330.4,86.48,74.46,11.15,5.76,0.0,16.91,32.0,14.0,42.7,21.1,3435.7,3.53,70.0,14050209.0,96.85,10.0,12.6,182766.91,2682.28
WA,69961,2.44,1.66,91.73,3.91,2.82,12.22,28.51,13.27,11.42,69961,100.0,28415,76.89,0.62,38.21,25.21,10.71,16.66,33493,13829,14322,8954,6756,8542,9678.0,10291,8217,12.04,5.87,19.0,14.2,6.38,60.69,29.43,17.79,16.47,21.1,15.65,31.11,18.76,17.24,2.97,64.46,62.62,72.25,67.93,49.52,60.28,1882,3.71,4458,9.91,18.57,31.92,42.24,0.63,1.18,2.03,2.69,91.77,1.66,4.28,2.67,2.38,2.5,2.28,47.76,4.72,61.72,2,2116,93.13,45.55,2.55,20.94,1964,4.57,0.35,76700,98000,134700,58000,327,418,503,176,484,25.7,21.4,13.2,215,10,6.37,53.59,39.72,73.66,84.32,149.0,194.11,136.0,177.18,118000.0,153725.91,791.9,194.1,96.21,93.96,2.68,3.36,0.0,6.04,12.0,10.0,167.8,31.0,2259.7,3.64,148.0,13424403.0,91.28,5.0,8.05,174888.0,530.22
TX,157615,2.58,5.99,82.71,1.88,14.74,13.91,26.6,12.44,10.85,157615,100.0,24915,78.31,1.4,35.22,24.44,5.66,12.28,30144,12744,14025,6382,9511,8693,5899.0,6314,26058,16.77,8.61,24.28,17.77,6.76,62.47,12.07,23.66,14.14,23.5,11.71,23.66,15.35,13.63,3.12,74.31,70.71,79.75,76.4,60.62,68.61,3039,2.46,6497,17.13,28.24,39.39,56.49,0.71,1.16,1.62,2.33,85.96,2.42,5.22,3.62,2.54,2.65,2.36,65.29,5.01,48.5,3,7455,89.13,62.6,3.51,43.45,1962,9.04,0.38,34000,50700,71800,37800,231,291,375,144,348,24.7,19.9,12.8,269,23,4.12,66.51,48.34,72.04,91.98,250.0,148.68,224.0,133.22,85000.0,50552.5,340.0,148.7,89.91,92.8,1.6,5.6,0.0,7.2,40.0,12.0,0.0,91.1,1730.1,0.85,116.0,11367790.0,89.6,10.0,16.0,67608.3,671.46
CA,143050,3.21,1.5,67.32,20.51,23.47,14.27,30.28,14.73,7.99,143050,100.0,39882,84.78,0.61,35.25,19.72,9.42,14.63,41930,13976,16069,16515,12939,9827,8071.0,8412,14652,10.42,11.29,25.6,16.14,6.21,65.8,25.3,15.87,16.03,23.14,9.45,35.41,13.81,11.61,3.51,75.52,68.8,86.85,76.93,60.23,66.04,2606,2.55,43608,22.85,35.18,50.05,65.42,6.97,10.72,15.26,19.94,60.56,13.28,13.64,10.69,3.17,3.02,3.38,56.84,18.4,46.76,3,1446,96.86,59.6,1.31,12.93,1963,2.19,0.49,169900,199700,236600,66700,582,694,852,270,745,32.2,24.1,10.9,47,15,30.48,40.42,45.29,76.93,85.64,168.0,112.98,152.0,102.22,68090.0,45789.6,405.3,113.0,78.06,67.76,1.4,6.54,2.8,10.75,6.0,7.0,225.7,18.6,7697.5,2.96,67.0,16656050.0,90.48,5.0,3.57,112009.6,616.67
CA,210943,3.07,9.63,57.54,22.8,24.96,15.55,28.46,14.21,9.43,210943,100.0,26876,73.47,0.77,29.84,24.22,21.3,15.57,30315,11331,14141,7789,8358,6914,8704.0,7884,43990,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,11.45,34.43,15.18,13.36,3.57,66.98,63.94,75.84,73.25,47.6,55.78,8807,5.48,47721,13.65,27.23,42.14,59.27,3.09,6.16,9.53,13.41,63.46,11.42,14.25,10.19,3.0,2.87,3.12,46.39,16.76,57.29,2,3731,94.86,48.48,4.77,19.46,1970,4.84,0.68,77600,107200,145000,67400,319,404,495,176,476,29.5,22.2,11.8,514,60,22.62,53.77,43.67,78.27,89.39,242.0,108.16,228.0,101.9,215012.0,96093.9,888.5,108.2,67.87,89.67,9.09,1.24,0.0,10.33,19.0,9.0,254.8,54.5,3873.4,2.0,163.0,26654726.0,94.21,5.0,7.85,119126.2,1564.23
CO,126481,2.45,1.04,93.15,1.93,9.1,12.26,26.6,12.44,9.4,126481,100.0,34054,84.84,1.01,50.72,18.37,3.42,14.81,40231,16726,17061,12238,15745,11833,11452.0,11390,9348,7.6,3.03,11.82,29.63,4.78,70.2,11.25,23.23,9.13,32.22,12.52,29.1,17.24,14.97,2.92,71.09,69.33,78.97,74.14,71.41,77.61,1519,1.73,5143,10.25,15.77,26.07,32.43,0.42,0.64,1.06,1.32,92.84,0.89,3.22,2.14,2.38,2.54,2.13,64.6,1.97,47.08,3,4021,92.78,60.5,0.7,22.33,1970,2.4,0.1,77200,91400,111800,34600,336,407,495,159,465,24.5,21.3,11.9,69,0,4.07,44.46,49.04,71.05,87.33,191.0,147.87,183.0,141.68,124324.0,96250.6,650.9,147.9,97.33,95.81,1.05,2.62,0.52,4.19,6.0,9.0,113.4,42.3,2992.1,3.66,71.0,13416054.0,95.81,5.0,3.14,103866.0,493.93
FL,358548,2.75,27.39,65.64,0.63,62.46,12.16,24.63,11.87,14.8,358548,100.0,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,6494,11615,6752.0,8705,109594,31.17,30.89,52.37,12.79,11.02,53.19,14.37,18.31,19.42,17.35,15.22,36.73,18.49,16.93,3.3,52.46,42.21,54.24,56.78,57.24,63.53,33871,13.06,214128,16.93,26.03,33.06,48.59,10.11,15.55,19.74,29.02,26.73,34.27,11.24,7.37,2.7,2.86,2.61,35.11,26.86,82.86,1,14298,90.11,33.09,9.76,31.22,1962,9.93,1.44,60000,79200,101000,41000,255,346,438,183,404,32.7,24.3,13.2,896,268,59.72,24.12,45.67,80.02,81.34,2479.0,654.57,1583.0,417.99,1951235.0,515218.41,787.1,654.6,99.59,59.13,14.91,25.51,0.04,40.47,134.0,13.0,166.4,36.9,9728.3,13.15,1225.0,183842560.0,63.86,5.0,5.41,485431.41,3829.21
NM,384736,2.5,2.98,78.24,1.73,34.49,13.56,27.85,13.36,10.14,384736,100.0,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,8622.0,9315,52903,13.98,5.9,16.09,28.43,6.32,63.87,9.39,29.25,9.07,32.27,12.19,31.85,16.37,14.37,3.05,68.56,66.04,76.7,72.57,62.1,70.24,10309,3.69,21310,12.37,21.28,30.85,42.41,0.68,1.18,1.71,2.35,74.7,2.62,4.5,2.94,2.46,2.66,2.2,61.91,4.91,50.61,2,13052,92.18,57.33,2.06,19.49,1971,6.53,0.27,67000,85900,112100,45100,280,353,443,163,402,27.3,22.1,12.2,258,112,5.54,45.11,45.25,75.35,81.89,213.0,50.75,190.0,45.27,178342.0,42491.3,837.3,50.7,97.34,60.09,4.23,34.27,0.0,37.09,16.0,10.0,125.1,137.0,2809.0,2.01,208.0,6405011.0,89.2,5.0,7.51,15260.4,1595.37
NJ,46567,3.07,65.65,26.5,1.06,15.02,14.15,29.29,14.33,8.68,46567,100.0,38463,82.99,0.17,30.78,21.76,9.13,11.85,42238,14742,19070,13496,13027,15418,9673.0,9252,5604,12.22,10.75,28.56,18.88,8.65,66.65,21.49,23.55,22.05,21.92,10.45,41.87,14.86,12.79,3.49,56.66,47.74,66.46,57.5,73.85,79.1,4120,12.27,7011,22.28,40.08,50.08,58.66,3.35,6.03,7.54,8.83,81.35,6.18,12.9,9.47,3.02,3.23,2.8,54.49,10.44,49.08,3,917,94.29,50.98,5.56,39.48,1948,7.43,0.68,107800,141400,174800,67000,443,558,658,215,627,27.0,25.0,15.2,4,16,15.06,50.04,56.58,79.36,88.3,126.0,279.84,115.0,255.41,54562.0,121181.6,433.0,279.8,70.15,56.35,34.13,8.73,0.79,38.89,8.0,6.0,80.2,6.3,7442.1,7.17,47.0,8111687.0,91.27,0.0,6.35,180159.59,1576.9
CA,117229,2.43,3.43,71.63,19.33,13.17,10.1,28.52,12.03,9.53,117229,100.0,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,15875,18457,12448.0,13631,5461,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,11.09,36.38,15.21,13.13,3.0,74.78,71.96,88.06,76.12,63.33,69.94,1741,2.35,26394,19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,2493,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,148600,624,728,905,281,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,115.0,95.69,95.0,79.04,66689.0,55488.6,579.9,95.7,79.41,92.17,3.48,2.61,1.74,7.83,4.0,11.0,348.8,22.7,5167.9,2.58,55.0,12014074.0,82.61,10.0,3.48,99963.2,249.62
FL,42045,2.42,23.79,74.89,0.63,2.17,12.66,23.73,11.67,18.68,42045,100.0,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,13914,18751,9671.0,13465,8116,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,13.2,26.69,16.4,14.96,2.94,58.65,51.67,61.82,57.96,53.82,65.43,2282,6.17,1138,5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,2085,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,45300,190,294,387,197,392,26.4,21.5,12.6,39,0,2.71,44.47,46.16,73.34,83.65,119.0,220.22,115.0,212.82,73098.0,135274.0,614.3,220.2,89.18,85.71,14.29,0.0,0.0,14.29,10.0,11.0,150.8,29.9,1406.2,0.14,109.0,6808625.0,96.64,0.0,8.4,125999.3,1622.96
AZ,130069,2.26,0.76,96.02,1.23,4.77,10.51,23.46,10.82,14.84,125638,96.59,39037,76.21,0.81,52.96,27.53,2.55,16.11,48202,23482,23876,18996,9044,18708,9802.0,12176,7583,5.89,2.69,9.18,34.51,4.4,64.1,12.2,23.04,5.64,37.47,10.54,27.85,15.86,13.38,2.79,75.59,74.32,87.24,75.05,60.43,65.92,970,1.02,8174,11.18,19.07,26.55,31.29,0.7,1.2,1.67,1.97,91.55,0.96,2.64,1.66,2.24,2.39,1.97,68.4,1.45,48.82,3,11445,83.42,64.14,0.08,23.68,1977,1.24,0.12,84800,115200,174600,89800,433,525,644,211,597,27.4,23.0,11.7,0,0,6.28,17.1,41.15,70.8,72.76,173.0,109.64,166.0,105.2,82475.0,52269.5,476.7,109.6,97.76,98.27,0.0,1.16,0.58,1.73,9.0,8.0,147.1,191.0,681.0,1.1,105.0,15132676.0,95.95,10.0,5.2,95905.1,251.6
TX,89443,2.7,9.14,79.81,0.96,21.31,13.53,25.47,11.35,8.51,89443,100.0,31544,81.25,1.72,42.65,21.41,4.67,10.5,37061,16201,18493,6679,13084,20716,5854.0,6054,12774,14.42,9.41,21.7,28.99,6.24,64.18,5.12,22.0,8.41,32.73,9.81,22.43,13.87,11.95,3.24,77.58,73.8,85.31,77.22,56.13,64.03,1691,2.49,5666,13.33,19.26,27.82,43.63,0.84,1.22,1.76,2.76,79.29,4.04,5.85,4.21,2.67,2.86,2.37,66.76,6.17,44.47,3,5284,86.26,62.49,4.14,35.75,1972,8.02,0.4,39100,62300,90800,51700,214,285,388,174,368,22.6,20.1,12.8,60,6,6.33,67.66,44.82,75.44,91.46,153.0,156.17,131.0,133.71,60281.0,61528.2,394.0,156.2,95.49,84.31,2.61,13.07,0.0,15.69,4.0,8.0,57.2,68.2,1311.3,0.11,164.0,7911877.0,85.62,0.0,2.61,80755.7,457.27
